paper_id,pmid,year,title,abstract_excerpt,matched_pis,matched_centers,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,final_corpus_decision,final_corpus_reason,review_status,notes
pmid-25868861,25868861,2015,"Structural, photophysical and magnetic properties of transition metal complexes based on the dipicolylamino-chloro-1,2,4,5-tetrazine ligand.","The ligand 3-chloro-6-dipicolylamino-1,2,4,5-tetrazine (Cl-TTZ-dipica) , prepared by the direct reaction between 3,6-dichloro-1,2,4,5-tetrazine and di(2-picolyl)-amine, afforded a series of four neutral transition metal complexes formulated as [Cl-TTZ-dipica-MCl2]2, with M = Z...",Alan Hauser,SCRIPT,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25866898,25866898,2015,Development of a Hyperglycosylated IFN Alfacon-1 (CIFN): Toward Bimonthly or Monthly Dosing for Antiviral Therapies.,"Type 1 interferons (IFNs) have been shown to be efficacious against hepatitis C virus (HCV), hepatitis B virus (HBV), and some cancers with a significant drawback of short drug exposure. We have significantly improved the pharmacokinetic (PK) of consensus interferon (CIFN) by...",Sumit Chanda,SYBIL,hcv,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,watch,infectious-disease paper but mechanism signal is still weak: virus,pending,
pmid-25865481,25865481,2015,Substrates Control Multimerization and Activation of the Multi-Domain ATPase Motor of Type VII Secretion.,"Mycobacterium tuberculosis and Staphylococcus aureus secrete virulence factors via type VII protein secretion (T7S), a system that intriguingly requires all of its secretion substrates for activity. To gain insights into T7S function, we used structural approaches to guide stu...",Jeffrey Cox,HPMI,,mycobacterium_tuberculosis;staphylococcus_aureus,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25862929,25862929,2015,Growing an editorial board for an ever expanding field.,,Andrej Sali,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25841026,25841026,2015,Challenges and opportunities in designing clinical trials for neuromyelitis optica.,"Current management of neuromyelitis optica (NMO) is noncurative and only partially effective. Immunosuppressive or immunomodulatory agents are the mainstays of maintenance treatment. Safer, better-tolerated, and proven effective treatments are needed. The perceived rarity of N...",Michael Yeaman,UCLA-Persistent-BSI,,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25835759,25835759,2015,Effect of unilateral mandibular distraction osteogenesis on mandibular morphology in rabbits with antigen-induced temporomandibular joint arthritis.,"Aim was to evaluate effect of unilateral distraction osteogenesis (DO) on mandibular morphology in rabbits with antigen-induced arthritis in the temporomandibular joint (TMJ). Forty 8-week-old rabbits were divided into four groups. In groups A,C, arthritis was induced in the r...",Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25825820,25825820,2015,"Discrete polynuclear manganese(ii) complexes with thiacalixarene ligands: synthesis, structures and photophysical properties.","The synthesis, crystal structure and photophysical properties of the new compound [Mn4(ThiaSO2)2F][K(18-crown-6)], ThiaSO2 = p-tert-butylsulphonylcalix[4]arene, are presented and compared to the ones of [Mn4(ThiaSO2)2F]K. The strong orange luminescence is attributed to the Mn(...",Alan Hauser,SCRIPT,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25816132,25816132,2015,A GFP expressing influenza A virus to report in vivo tropism and protection by a matrix protein 2 ectodomain-specific monoclonal antibody.,"The severity of influenza-related illness is mediated by many factors, including in vivo cell tropism, timing and magnitude of the immune response, and presence of pre-existing immunity. A direct way to study cell tropism and virus spread in vivo is with an influenza virus exp...",Michael Schotsaert,SYBIL,influenza,,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,watch,"infectious-disease paper but mechanism signal is still weak: virus, influenza",pending,
pmid-25814066,25814066,2015,Infectious disease. Life-threatening influenza and impaired interferon amplification in human IRF7 deficiency.,"Severe influenza disease strikes otherwise healthy children and remains unexplained. We report compound heterozygous null mutations in IRF7, which encodes the transcription factor interferon regulatory factor 7, in an otherwise healthy child who suffered life-threatening influ...",Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,watch,"infectious-disease paper but mechanism signal is still weak: virus, influenza",pending,
pmid-25804473,25804473,2015,Small hydrophobic protein of respiratory syncytial virus as a novel vaccine antigen.,,Michael Schotsaert,SYBIL,rsv,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,watch,infectious-disease paper but mechanism signal is still weak: virus,pending,
pmid-25803960,25803960,2015,New hazards in paediatric poisoning presentations.,Accidental ingestion is an important preventable cause of childhood morbidity. All accidental ingestion presentations (n = 478) to a tertiary paediatric ED from January 2010 to December 2011 were analysed. These results were compared with a similar study in the same institutio...,Ryan McNamara,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25786839,25786839,2015,[Prevalence of depression and dementia among nursing home residents].,The population of older adults will increase in the coming years and the number of elderly in nursing homes is expected to rise considerably. The most frequent psychiatric diseases among nursing home residents are depression and dementia. We examined the prevalence of depressi...,Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25761895,25761895,2015,Enhancement of the proapoptotic properties of newcastle disease virus promotes tumor remission in syngeneic murine cancer models.,"Newcastle disease virus (NDV) is considered a promising agent for cancer therapy due to its oncolytic properties. These include preferential replication in transformed cells, induction of innate and adaptive immune responses within tumors, and cytopathic effects in infected tu...",Adolfo Garcia-Sastre,SYBIL,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"relevant mechanistic terms: virus, viral",watch,"infectious-disease paper but mechanism signal is still weak: virus, viral",pending,
pmid-25754993,25754993,2015,Scoring Large-Scale Affinity Purification Mass Spectrometry Datasets with MiST.,"High-throughput Affinity Purification Mass Spectrometry (AP-MS) experiments can identify a large number of protein interactions, but only a fraction of these interactions are biologically relevant. Here, we describe a comprehensive computational strategy to process raw AP-MS d...",Andrej Sali,HPMI,,,proteomics;network_modeling,methods,candidate,relevant viral/host/pathway terms matched: interaction,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25745586,25745586,2015,Management of posterior fossa arteriovenous malformations.,"BACKGROUND: Posterior fossa arteriovenous malformations (AVMs) are rare vascular lesions, representing 7-15% of all intracranial AVMs. Although less frequent than supratentorial AVMs, they present higher rupture, morbidity, and mortality rates. Microsurgery, radiosurgery, and...",Rafael Medina,SYBIL,,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25735654,25735654,2015,Combined TP53 mutation/3p loss correlates with decreased radiosensitivity and increased matrix-metalloproteinase activity in head and neck carcinoma.,"OBJECTIVE: Patients with head and neck squamous cell carcinoma (HNSCC) containing TP53 mutation and 3p deletion (""double-hit"") have poorer prognosis compared to patients with either event alone (""single-hit""). The etiology for worse clinical outcomes in patients with ""double-h...",Trey Ideker,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25728676,25728676,2015,Transcriptional repression of IFNβ1 by ATF2 confers melanoma resistance to therapy.,"The resistance of melanoma to current treatment modalities represents a major obstacle for durable therapeutic response, and thus the elucidation of mechanisms of resistance is urgently needed. The crucial functions of activating transcription factor-2 (ATF2) in the developmen...",Trey Ideker,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
