source_collection,paper_id,pmid,doi,year,title,center,pi_candidates,cross_virus_relevance,priority,subset_reason,pmcid,pubmed_url,pmc_url,publisher_url,open_access_status,full_text_source,full_text_status,oa_landing_path,oa_pdf_path,manual_download_needed,manual_download_reason
current-program,pmid-33875439,33875439,10.1128/AAC.00417-21,2021,Characterizing Risk Factors for Clostridioides difficile Infection among Hospitalized Patients with Community-Acquired Pneumonia.,SCRIPT,Richard Wunderink,high,medium,explicit cross-virus/shared-host signal,PMC8373232,https://pubmed.ncbi.nlm.nih.gov/33875439/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8373232/,https://doi.org/10.1128/AAC.00417-21,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33875439.url,papers/fulltext/inventory/oa/pmid-33875439.pdf,no,
current-program,pmid-33852858,33852858,10.1016/j.celrep.2021.108986,2021,Cellular mRNA triggers structural transformation of Ebola virus matrix protein VP40 to its essential regulatory form.,CViSB,Kristian Andersen,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8568338,https://pubmed.ncbi.nlm.nih.gov/33852858/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8568338/,https://doi.org/10.1016/j.celrep.2021.108986,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33852858.url,papers/fulltext/inventory/oa/pmid-33852858.pdf,no,
current-program,pmid-33780443,33780443,10.1371/journal.pcbi.1008837,2021,Pandemic velocity: Forecasting COVID-19 in the US with a machine learning & Bayesian time series compartmental model.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8031749,https://pubmed.ncbi.nlm.nih.gov/33780443/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8031749/,https://doi.org/10.1371/journal.pcbi.1008837,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33780443.url,papers/fulltext/inventory/oa/pmid-33780443.pdf,no,
current-program,pmid-33654293,33654293,10.1038/s41591-020-01227-z,2021,Single-cell meta-analysis of SARS-CoV-2 entry genes across tissues and demographics.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC9469728,https://pubmed.ncbi.nlm.nih.gov/33654293/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9469728/,https://doi.org/10.1038/s41591-020-01227-z,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33654293.url,papers/fulltext/inventory/oa/pmid-33654293.pdf,no,
current-program,pmid-33600379,33600379,10.1172/jci.insight.141690,2021,Aging imparts cell-autonomous dysfunction to regulatory T cells during recovery from influenza pneumonia.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8026188,https://pubmed.ncbi.nlm.nih.gov/33600379/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8026188/,https://doi.org/10.1172/jci.insight.141690,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33600379.url,papers/fulltext/inventory/oa/pmid-33600379.pdf,no,
current-program,pmid-33594355,33594355,10.21203/rs.3.rs-208849/v1,2021,SARS-CoV-2 European resurgence foretold: interplay of introductions and persistence by leveraging genomic and mobility data.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7885927,https://pubmed.ncbi.nlm.nih.gov/33594355/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7885927/,https://doi.org/10.21203/rs.3.rs-208849/v1,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33594355.url,papers/fulltext/inventory/oa/pmid-33594355.pdf,no,
current-program,pmid-33586677,33586677,10.1172/JCI140299,2021,The lung microenvironment shapes a dysfunctional response of alveolar macrophages in aging.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7919859,https://pubmed.ncbi.nlm.nih.gov/33586677/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7919859/,https://doi.org/10.1172/JCI140299,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33586677.url,papers/fulltext/inventory/oa/pmid-33586677.pdf,no,
current-program,pmid-33564763,33564763,10.1101/2021.02.05.429759,2021,Collaboration between the Fab and Fc contribute to maximal protection against SARS-CoV-2 in nonhuman primates following NVX-CoV2373 subunit vaccine with Matrix-M™ vaccination.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7872351,https://pubmed.ncbi.nlm.nih.gov/33564763/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7872351/,https://doi.org/10.1101/2021.02.05.429759,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33564763.url,papers/fulltext/inventory/oa/pmid-33564763.pdf,no,
current-program,pmid-33532801,33532801,10.1101/2021.01.26.21250269,2021,Immune response to SARS-CoV-2 in the nasal mucosa in children and adults.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7852252,https://pubmed.ncbi.nlm.nih.gov/33532801/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7852252/,https://doi.org/10.1101/2021.01.26.21250269,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33532801.url,papers/fulltext/inventory/oa/pmid-33532801.pdf,no,
current-program,pmid-33455849,33455849,10.1016/j.tim.2020.12.002,2021,Forest and Trees: Exploring Bacterial Virulence with Genome-wide Association Studies and Machine Learning.,SCRIPT,Alan Hauser,high,low,explicit cross-virus/shared-host signal,PMC8187264,https://pubmed.ncbi.nlm.nih.gov/33455849/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8187264/,https://doi.org/10.1016/j.tim.2020.12.002,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33455849.url,papers/fulltext/inventory/oa/pmid-33455849.pdf,no,
current-program,pmid-33429418,33429418,10.1038/s41586-020-03148-w,2021,Circuits between infected macrophages and T cells in SARS-CoV-2 pneumonia.,CViSB,Donald S Grant;Richard Wunderink,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7987233,https://pubmed.ncbi.nlm.nih.gov/33429418/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7987233/,https://doi.org/10.1038/s41586-020-03148-w,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33429418.url,papers/fulltext/inventory/oa/pmid-33429418.pdf,no,
current-program,pmid-33427208,33427208,10.1172/jci.insight.143129,2021,Dissecting strategies to tune the therapeutic potential of SARS-CoV-2-specific monoclonal antibody CR3022.,UCLA-Persistent-BSI,Melissa Johnson,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7821590,https://pubmed.ncbi.nlm.nih.gov/33427208/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7821590/,https://doi.org/10.1172/jci.insight.143129,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33427208.url,papers/fulltext/inventory/oa/pmid-33427208.pdf,no,
pi-backlog,pmid-33305155,33305155,10.1002/hep4.1597,2020,MicroRNA-125b-5p Regulates Hepatocyte Proliferation During the Termination Phase of Liver Regeneration.,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: virus, pathway",PMC7706294,https://pubmed.ncbi.nlm.nih.gov/33305155/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7706294/,https://doi.org/10.1002/hep4.1597,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33305155.url,papers/fulltext/inventory/oa/pmid-33305155.pdf,no,
pi-backlog,pmid-33052331,33052331,10.21203/rs.3.rs-86169/v1,2020,Clofazimine is a broad-spectrum coronavirus inhibitor that antagonizes SARS-CoV-2 replication in primary human cell culture and hamsters.,SYBIL,Sumit Chanda,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC7553155,https://pubmed.ncbi.nlm.nih.gov/33052331/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7553155/,https://doi.org/10.21203/rs.3.rs-86169/v1,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33052331.url,papers/fulltext/inventory/oa/pmid-33052331.pdf,no,
pi-backlog,pmid-32839770,32839770,10.1101/2020.08.18.256776,2020,SARS-CoV-2 ORF9c Is a Membrane-Associated Protein that Suppresses Antiviral Responses in Cells.,HPMI,Nevan Krogan,candidate,medium,"viral context plus mechanism/resource terms: viral, coronavirus, sars, interactome",PMC7444281,https://pubmed.ncbi.nlm.nih.gov/32839770/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7444281/,https://doi.org/10.1101/2020.08.18.256776,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32839770.url,papers/fulltext/inventory/oa/pmid-32839770.pdf,no,
pi-backlog,pmid-32822681,32822681,10.1016/j.jbiotec.2020.08.009,2020,A novel SUMOylation site in the influenza a virus NS1 protein identified with a highly sensitive FRET assay.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",,https://pubmed.ncbi.nlm.nih.gov/32822681/,,https://doi.org/10.1016/j.jbiotec.2020.08.009,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-32822681.url,papers/fulltext/inventory/oa/pmid-32822681.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-32817938,32817938,10.1101/2020.08.08.238469,2020,An ultra-potent synthetic nanobody neutralizes SARS-CoV-2 by locking Spike into an inactive conformation.,SYBIL;HPMI,Adolfo Garcia-Sastre;Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: viral, sars, interaction",PMC7430568,https://pubmed.ncbi.nlm.nih.gov/32817938/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7430568/,https://doi.org/10.1101/2020.08.08.238469,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32817938.url,papers/fulltext/inventory/oa/pmid-32817938.pdf,no,
pi-backlog,pmid-32522852,32522852,10.1128/JVI.00752-20,2020,A Genome-Wide CRISPR-Cas9 Screen Reveals the Requirement of Host Cell Sulfation for Schmallenberg Virus Infection.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, dependency, screen",PMC7431805,https://pubmed.ncbi.nlm.nih.gov/32522852/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7431805/,https://doi.org/10.1128/JVI.00752-20,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32522852.url,papers/fulltext/inventory/oa/pmid-32522852.pdf,no,
pi-backlog,pmid-32415096,32415096,10.1038/s41467-020-16140-9,2020,mRNA display with library of even-distribution reveals cellular interactors of influenza virus NS1.,SYBIL,Sumit Chanda,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, interaction",PMC7229031,https://pubmed.ncbi.nlm.nih.gov/32415096/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7229031/,https://doi.org/10.1038/s41467-020-16140-9,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32415096.url,papers/fulltext/inventory/oa/pmid-32415096.pdf,no,
pi-backlog,pmid-32345665,32345665,10.21873/cgp.20184,2020,NDRG1-PLAG1 and TRPS1-PLAG1 Fusion Genes in Chondroid Syringoma.,CViSB,Kristian Andersen,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC7259886,https://pubmed.ncbi.nlm.nih.gov/32345665/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7259886/,https://doi.org/10.21873/cgp.20184,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32345665.url,papers/fulltext/inventory/oa/pmid-32345665.pdf,no,
pi-backlog,pmid-32287326,32287326,10.1371/journal.ppat.1008409,2020,Characterizing Emerging Canine H3 Influenza Viruses.,SYBIL,Adolfo Garcia-Sastre,unknown,low,"viral context plus mechanism/resource terms: influenza, network",PMC7182277,https://pubmed.ncbi.nlm.nih.gov/32287326/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7182277/,https://doi.org/10.1371/journal.ppat.1008409,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32287326.url,papers/fulltext/inventory/oa/pmid-32287326.pdf,no,
pi-backlog,pmid-32240278,32240278,10.1371/journal.ppat.1008407,2020,Chemical intervention of influenza virus mRNA nuclear export.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway, screen",PMC7117665,https://pubmed.ncbi.nlm.nih.gov/32240278/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7117665/,https://doi.org/10.1371/journal.ppat.1008407,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32240278.url,papers/fulltext/inventory/oa/pmid-32240278.pdf,no,
pi-backlog,pmid-32092305,32092305,10.1016/j.antiviral.2020.104747,2020,Influenza virus NS1- C/EBPβ gene regulatory complex inhibits RIG-I transcription.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, interaction",PMC10773002,https://pubmed.ncbi.nlm.nih.gov/32092305/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10773002/,https://doi.org/10.1016/j.antiviral.2020.104747,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32092305.url,papers/fulltext/inventory/oa/pmid-32092305.pdf,no,
pi-backlog,pmid-32023470,32023470,10.1016/j.celrep.2020.01.015,2020,OTUB1 Is a Key Regulator of RIG-I-Dependent Immune Signaling and Is Targeted for Proteasomal Degradation by Influenza A NS1.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway",,https://pubmed.ncbi.nlm.nih.gov/32023470/,,https://doi.org/10.1016/j.celrep.2020.01.015,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-32023470.url,papers/fulltext/inventory/oa/pmid-32023470.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-31959425,31959425,10.1016/j.vaccine.2020.01.008,2020,Activity of human serum antibodies in an influenza virus hemagglutinin stalk-based ADCC reporter assay correlates with activity in a CD107a degranulation assay.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, interaction",PMC7117648,https://pubmed.ncbi.nlm.nih.gov/31959425/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7117648/,https://doi.org/10.1016/j.vaccine.2020.01.008,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-31959425.url,papers/fulltext/inventory/oa/pmid-31959425.pdf,no,
pi-backlog,pmid-31776276,31776276,10.1128/JVI.01410-19,2020,Viral Determinants in H5N1 Influenza A Virus Enable Productive Infection of HeLa Cells.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, host factor",PMC6997754,https://pubmed.ncbi.nlm.nih.gov/31776276/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6997754/,https://doi.org/10.1128/JVI.01410-19,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-31776276.url,papers/fulltext/inventory/oa/pmid-31776276.pdf,no,
pi-backlog,pmid-31774362,31774362,10.1177/0954411919890998,2020,A comparative assessment of two designs of hip stem using rule-based simulation of combined osseointegration and remodelling.,SYBIL,Sumit Chanda,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/31774362/,,https://doi.org/10.1177/0954411919890998,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-31774362.url,papers/fulltext/inventory/oa/pmid-31774362.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
hpmi,pmid-33303586,33303586,10.1126/science.aaz4910,2020,Genetic interaction mapping informs integrative structure determination of protein complexes.,HPMI,,candidate,low,candidate relevance plus virus/pathogen/assay support,PMC7946025,https://pubmed.ncbi.nlm.nih.gov/33303586/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7946025/,https://doi.org/10.1126/science.aaz4910,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33303586.url,papers/fulltext/inventory/oa/pmid-33303586.pdf,no,
hpmi,pmid-33154106,33154106,10.1126/science.abe3255,2020,An ultrapotent synthetic nanobody neutralizes SARS-CoV-2 by stabilizing inactive Spike.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7857409,https://pubmed.ncbi.nlm.nih.gov/33154106/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7857409/,https://doi.org/10.1126/science.abe3255,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33154106.url,papers/fulltext/inventory/oa/pmid-33154106.pdf,no,
hpmi,pmid-33097660,33097660,10.1073/pnas.2016650117,2020,SARS-CoV-2 Orf6 hijacks Nup98 to block STAT nuclear import and antagonize interferon signaling.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7668094,https://pubmed.ncbi.nlm.nih.gov/33097660/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7668094/,https://doi.org/10.1073/pnas.2016650117,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33097660.url,papers/fulltext/inventory/oa/pmid-33097660.pdf,no,
hpmi,pmid-33060197,33060197,10.1126/science.abe9403,2020,Comparative host-coronavirus protein interaction networks reveal pan-viral disease mechanisms.,HPMI,,high,medium,explicit cross-virus/shared-host signal,PMC7808408,https://pubmed.ncbi.nlm.nih.gov/33060197/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7808408/,https://doi.org/10.1126/science.abe9403,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33060197.url,papers/fulltext/inventory/oa/pmid-33060197.pdf,no,
hpmi,pmid-32995787,32995787,10.1101/2020.09.24.312298,2020,Functional genomic screens identify human host factors for SARS-CoV-2 and common cold coronaviruses.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7523113,https://pubmed.ncbi.nlm.nih.gov/32995787/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7523113/,https://doi.org/10.1101/2020.09.24.312298,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32995787.url,papers/fulltext/inventory/oa/pmid-32995787.pdf,no,
hpmi,pmid-32785687,32785687,10.1083/jcb.202006159,2020,Crippling life support for SARS-CoV-2 and other viruses through synthetic lethality.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7659715,https://pubmed.ncbi.nlm.nih.gov/32785687/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7659715/,https://doi.org/10.1083/jcb.202006159,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32785687.url,papers/fulltext/inventory/oa/pmid-32785687.pdf,no,
hpmi,pmid-32763915,32763915,10.1126/science.abd3629,2020,A molecular pore spans the double membrane of the coronavirus replication organelle.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7665310,https://pubmed.ncbi.nlm.nih.gov/32763915/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7665310/,https://doi.org/10.1126/science.abd3629,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32763915.url,papers/fulltext/inventory/oa/pmid-32763915.pdf,no,
hpmi,pmid-32719457,32719457,10.1038/s41594-020-0463-z,2020,Structural basis of CD4 downregulation by HIV-1 Nef.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7483821,https://pubmed.ncbi.nlm.nih.gov/32719457/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7483821/,https://doi.org/10.1038/s41594-020-0463-z,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32719457.url,papers/fulltext/inventory/oa/pmid-32719457.pdf,no,
hpmi,pmid-32645325,32645325,10.1016/j.cell.2020.06.034,2020,The Global Phosphorylation Landscape of SARS-CoV-2 Infection.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7321036,https://pubmed.ncbi.nlm.nih.gov/32645325/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7321036/,https://doi.org/10.1016/j.cell.2020.06.034,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32645325.url,papers/fulltext/inventory/oa/pmid-32645325.pdf,no,
