paper_id,pmid,year,title,abstract_excerpt,center,pi_candidates,pathogens,viruses,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,review_status,notes
pmid-35132411,35132411,2022,"Outbreak.info Research Library: A standardized, searchable platform to discover and explore COVID-19 resources.","To combat the ongoing COVID-19 pandemic, scientists have been conducting research at breakneck speeds, producing over 52,000 peer-reviewed articles within the first year. To address the challenge in tracking the vast amount of new research located in separate repositories, we...",CViSB,Kristian Andersen,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35129576,35129576,2022,Durability of Anti-Spike Antibodies in Infants After Maternal COVID-19 Vaccination or Natural Infection.,This study compares the persistence of anti-spike IgG titers in infants of vaccinated mothers vs mothers who had been naturally infected with COVID-19.,,,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35115515,35115515,2022,Multiple expansions of globally uncommon SARS-CoV-2 lineages in Nigeria.,"Disparities in SARS-CoV-2 genomic surveillance have limited our understanding of the viral population dynamics and may delay identification of globally important variants. Despite being the most populated country in Africa, Nigeria has remained critically under sampled. Here,...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-35090580,35090580,2022,mRNA-1273 vaccine-induced antibodies maintain Fc effector functions across SARS-CoV-2 variants of concern.,"SARS-CoV-2 mRNA vaccines confer robust protection against COVID-19, but the emergence of variants has generated concerns regarding the protective efficacy of the currently approved vaccines, which lose neutralizing potency against some variants. Emerging data suggest that anti...",,,,sars-cov-2;sars-cov,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35085383,35085383,2022,Clinical Characteristics and Outcomes of Patients With COVID-19-Associated Acute Respiratory Distress Syndrome Who Underwent Lung Transplant.,"IMPORTANCE: Lung transplantation is a potentially lifesaving treatment for patients who are critically ill due to COVID-19-associated acute respiratory distress syndrome (ARDS), but there is limited information about the long-term outcome. OBJECTIVE: To report the clinical cha...",,,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35085382,35085382,2022,Proactive vs Reactive Machine Learning in Health Care: Lessons From the COVID-19 Pandemic.,,SCRIPT,Richard Wunderink,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35075456,35075456,2022,Selection analysis identifies unusual clustered mutational changes in Omicron lineage BA.1 that likely impact Spike function.,Among the 30 non-synonymous nucleotide substitutions in the Omicron S-gene are 13 that have only rarely been seen in other SARS-CoV-2 sequences. These mutations cluster within three functionally important regions of the S-gene at sites that will likely impact (i) interactions...,,,,sars-cov-2;sars-cov,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35073738,35073738,2022,Serological Markers of SARS-CoV-2 Reinfection.,"As public health guidelines throughout the world have relaxed in response to vaccination campaigns against SARS-CoV-2, it is likely that SARS-CoV-2 will remain endemic, fueled by the rise of more infectious SARS-CoV-2 variants. Moreover, in the setting of waning natural and va...",,,,sars-cov-2;sars-cov,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, pathogen",pending,
pmid-35058620,35058620,2022,Clinical trial design during and beyond the pandemic: the I-SPY COVID trial.,,,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35040956,35040956,2022,From viral evolution to spatial contagion: a biologically modulated Hawkes model.,"SUMMARY: Mutations sometimes increase contagiousness for evolving pathogens. During an epidemic, scientists use viral genome data to infer a shared evolutionary history and connect this history to geographic spread. We propose a model that directly relates a pathogen's evoluti...",,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, pathogen",pending,
pmid-35022730,35022730,2022,"Clinical and microbiological outcomes, by causative pathogen, in the ASPECT-NP randomized, controlled, Phase 3 trial comparing ceftolozane/tazobactam and meropenem for treatment of hospital-acquired/ventilator-associated bacterial pneumonia.","OBJECTIVES: In the ASPECT-NP trial, ceftolozane/tazobactam was non-inferior to meropenem for treating nosocomial pneumonia; efficacy outcomes by causative pathogen were to be evaluated. METHODS: Mechanically ventilated participants with hospital-acquired/ventilator-associated...",SCRIPT,Richard Wunderink,pseudomonas_aeruginosa;klebsiella_pneumoniae,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: pathogen,pending,
pmid-35022248,35022248,2022,Identification of human gene research articles with wrongly identified nucleotide sequences.,Nucleotide sequence reagents underpin molecular techniques that have been applied across hundreds of thousands of publications. We have previously reported wrongly identified nucleotide sequence reagents in human research publications and described a semi-automated screening t...,,,,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: screen,pending,
pmid-35018376,35018376,2022,Comprehensive antibody profiling of mRNA vaccination in children.,"While children have been largely spared from COVID-19 disease, the emergence of viral variants of concern (VOC) with increased transmissibility, combined with fluctuating mask mandates and school re-openings have led to increased infections and disease among children. Thus, th...",UCLA-Persistent-BSI,Melissa Johnson,,sars-cov-2;influenza,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-34990452,34990452,2022,The characteristics of early-stage research into human genes are substantially different from subsequent research.,"Throughout the last 2 decades, several scholars observed that present day research into human genes rarely turns toward genes that had not already been extensively investigated in the past. Guided by hypotheses derived from studies of science and innovation, we present here a...",,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-34986351,34986351,2022,Ebola virus delta peptide is an enterotoxin.,"During the 2013-2016 West African (WA) Ebola virus (EBOV) outbreak, severe gastrointestinal symptoms were common in patients and associated with poor outcome. Delta peptide is a conserved product of post-translational processing of the abundant EBOV soluble glycoprotein (sGP)....",CViSB,Robert Garry,,influenza,transcriptomics,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-34951645,34951645,2022,Phylogeography Reveals Association between Swine Trade and the Spread of Porcine Epidemic Diarrhea Virus in China and across the World.,"The ongoing SARS (severe acute respiratory syndrome)-CoV (coronavirus)-2 pandemic has exposed major gaps in our knowledge on the origin, ecology, evolution, and spread of animal coronaviruses. Porcine epidemic diarrhea virus (PEDV) is a member of the genus Alphacoronavirus in...",,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, coronavirus",pending,
pmid-34937051,34937051,2022,Local and systemic responses to SARS-CoV-2 infection in children and adults.,"It is not fully understood why COVID-19 is typically milder in children1-3. Here, to examine the differences between children and adults in their response to SARS-CoV-2 infection, we analysed paediatric and adult patients with COVID-19 as well as healthy control individuals (t...",SCRIPT,Richard Wunderink,,sars-cov-2;sars-cov,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-34931078,34931078,2022,Role of the T cell vitamin D receptor in severe COVID-19.,,CViSB,Robert Garry,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-34871701,34871701,2022,Kidney Recovery and Death in Critically Ill Patients With COVID-19-Associated Acute Kidney Injury Treated With Dialysis: The STOP-COVID Cohort Study.,RATIONALE & OBJECTIVE: Acute kidney injury treated with kidney replacement therapy (AKI-KRT) occurs frequently in critically ill patients with coronavirus disease 2019 (COVID-19). We examined the clinical factors that determine kidney recovery in this population. STUDY DESIGN:...,,,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
