source_collection,paper_id,pmid,doi,year,center,title,pi_candidates,subset_reason,virus_or_pathogen,assay_types,cross_virus_relevance,priority
current-program,pmid-30621750,30621750,10.1186/s13059-018-1618-7,2019,CViSB,An amplicon-based sequencing framework for accurately measuring intrahost virus diversity using PrimalSeq and iVar.,Kristian Andersen,candidate relevance plus virus/pathogen/assay support,influenza;zika,,candidate,medium
pi-backlog,pmid-30538201,30538201,10.1073/pnas.1818012115,2018,SYBIL,Structural-functional interactions of NS1-BP protein with the splicing and mRNA export machineries for viral and host gene expression.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, influenza, interaction, proteomics",influenza,proteomics,candidate,medium
pi-backlog,pmid-30401782,30401782,10.1128/mBio.02126-18,2018,HPMI,The Cellular NMD Pathway Restricts Zika Virus Infection and Is Targeted by the Viral Capsid Protein.,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, zika, pathway, interaction",zika,proteomics,candidate,medium
pi-backlog,pmid-30293731,30293731,10.1016/j.jvir.2018.05.014,2018,HPMI,Comparison between Surgical and Endovascular Hemodialysis Arteriovenous Fistula Interventions and Associated Costs.,Michael Glickman,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-30258002,30258002,10.1128/JVI.01634-18,2018,SYBIL,Influenza Virus NS1 Protein-RNA Interactome Reveals Intron Targeting.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interactome, interaction",influenza,proteomics,candidate,medium
pi-backlog,pmid-30209081,30209081,10.1158/2159-8290.CD-17-1018,2018,HPMI,Multiple Routes to Oncogenesis Are Promoted by the Human Papillomavirus-Host Protein Network.,Trey Ideker,"viral context plus mechanism/resource terms: virus, viral, pathway, interaction, network",,proteomics;network_modeling,candidate,medium
pi-backlog,pmid-30118682,30118682,10.1016/j.molcel.2018.07.010,2018,HPMI,An Mtb-Human Protein-Protein Interaction Map Identifies a Switch between Host Antiviral and Antibacterial Responses.,Jeffrey Cox,"viral context plus mechanism/resource terms: viral, interaction",mycobacterium_tuberculosis,proteomics,candidate,medium
pi-backlog,pmid-30111569,30111569,10.1128/JVI.01325-18,2018,SYBIL,Transcriptome Analysis of Infected and Bystander Type 2 Alveolar Epithelial Cells during Influenza A Virus Infection Reveals In Vivo Wnt Pathway Downregulation.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway, transcriptome",influenza,transcriptomics,candidate,medium
pi-backlog,pmid-29958302,29958302,10.1371/journal.ppat.1007135,2018,SYBIL,Innate immune sensor LGP2 is cleaved by the Leader protease of foot-and-mouth disease virus.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, interaction",,,candidate,medium
pi-backlog,pmid-29874595,29874595,10.1016/j.celrep.2018.05.021,2018,SCRIPT,Prediction of Adipose Browning Capacity by Systematic Integration of Transcriptional Profiles.,Alan Hauser,explicit cross-virus or shared-host framing in title/abstract,,transcriptomics,high,low
pi-backlog,pmid-29624387,29624387,10.1021/acs.jmedchem.8b00035,2018,SYBIL,Computer-Aided Discovery and Characterization of Novel Ebola Virus Inhibitors.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, screen",,,candidate,medium
pi-backlog,pmid-29488088,29488088,10.1007/s00384-018-2988-8,2018,SCRIPT,The presence of occipital hair in the pilonidal sinus cavity-a triple approach to proof.,Alan Hauser,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-29391557,29391557,10.1038/s41598-018-20458-2,2018,SYBIL,SMARCA2-regulated host cell factors are required for MxA restriction of influenza A viruses.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, screen, transcriptome",influenza,proteomics;transcriptomics;epigenomics;network_modeling,candidate,medium
pi-backlog,pmid-29370303,29370303,10.1371/journal.ppat.1006838,2018,SYBIL,MERS-CoV 4b protein interferes with the NF-κB-dependent innate immune response during infection.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, coronavirus, interaction",mers-cov;coronavirus,,candidate,medium
pi-backlog,pmid-29321315,29321315,10.1128/JVI.01960-17,2018,SYBIL,Paramyxovirus V Proteins Interact with the RIG-I/TRIM25 Regulatory Complex and Inhibit RIG-I Signaling.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, pathway, interaction",influenza,,candidate,medium
pi-backlog,pmid-29268608,29268608,10.1021/acsinfecdis.7b00120,2018,SYBIL,Broad Spectrum Inhibitor of Influenza A and B Viruses Targeting the Viral Nucleoprotein.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, screen",influenza,,candidate,medium
hpmi,pmid-30550790,30550790,10.1016/j.cell.2018.11.028,2018,HPMI,Comparative Flavivirus-Host Protein Interaction Mapping Reveals Mechanisms of Dengue and Zika Virus Pathogenesis.,,explicit cross-virus/shared-host signal,dengue;zika,protein_interaction_mapping;proteomics,high,medium
hpmi,pmid-30550789,30550789,10.1016/j.cell.2018.08.044,2018,HPMI,Protein Interaction Mapping Identifies RBBP6 as a Negative Regulator of Ebola Virus Replication.,,candidate relevance plus virus/pathogen/assay support,,protein_interaction_mapping;proteomics;structural_biology,candidate,medium
hpmi,pmid-30174294,30174294,10.1016/j.molcel.2018.07.037,2018,HPMI,Mycobacterial Mutagenesis and Drug Resistance Are Controlled by Phosphorylation- and Cardiolipin-Mediated Inhibition of the RecA Coprotease.,,candidate relevance plus virus/pathogen/assay support,mycobacterium_tuberculosis,proteomics,candidate,medium
current-program,pmid-30477498,30477498,10.1186/s12931-018-0932-7,2018,,Inflammatory pathways are upregulated in the nasal epithelium in patients with idiopathic pulmonary fibrosis.,,candidate relevance plus virus/pathogen/assay support,,transcriptomics,candidate,low
current-program,pmid-30096313,30096313,10.1016/j.cell.2018.07.033,2018,CViSB,Systematic Analysis of Monoclonal Antibodies against Ebola Virus GP Defines Features that Contribute to Protection.,Kristian Andersen,candidate relevance plus virus/pathogen/assay support,influenza,,candidate,medium
current-program,pmid-29866884,29866884,10.1074/jbc.RA118.003589,2018,,DNA methylation regulates the neonatal CD4(+) T-cell response to pneumonia in mice.,,candidate relevance plus virus/pathogen/assay support,,transcriptomics;epigenomics,candidate,low
current-program,pmid-29786110,29786110,10.3892/ijmm.2018.3689,2018,,"Multi‑layered prevention and treatment of chronic inflammation, organ fibrosis and cancer associated with canonical WNT/β‑catenin signaling activation (Review).",,candidate relevance plus virus/pathogen/assay support,hcv,,candidate,medium
pi-backlog,pmid-28986782,28986782,10.1007/978-1-4939-7231-9_4,2017,HPMI,Protein Structure Modeling with MODELLER.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-28972995,28972995,10.1371/journal.pone.0185545,2017,SYBIL,The mitochondrial genome of the plant-pathogenic fungus Stemphylium lycopersici uncovers a dynamic structure due to repetitive and mobile elements.,Rafael Medina,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-28869005,28869005,10.1099/jgv.0.000909,2017,SYBIL,Human interactome of the influenza B virus NS1 protein.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, interactome",influenza,proteomics,candidate,medium
pi-backlog,pmid-28661652,28661652,10.1021/acs.biochem.7b00339,2017,HPMI,"Human Concentrative Nucleoside Transporter 3 (hCNT3, SLC28A3) Forms a Cyclic Homotrimer.",Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-28607166,28607166,10.1523/JNEUROSCI.0125-17.2017,2017,SYBIL,Unique versus Redundant Functions of Neuroligin Genes in Shaping Excitatory and Inhibitory Synapse Properties.,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-28584171,28584171,10.1098/rstb.2016.0163,2017,CViSB,Local disease-ecosystem-livelihood dynamics: reflections from comparative case studies in Africa.,Donald S Grant,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-28562037,28562037,10.1021/acs.jcim.6b00720,2017,HPMI,Computational Discovery and Experimental Validation of Inhibitors of the Human Intestinal Transporter OATP2B1.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,low
pi-backlog,pmid-28494238,28494238,10.1016/j.chom.2017.04.011,2017,HPMI,SMYD2-Mediated Histone Methylation Contributes to HIV-1 Latency.,Melanie Ott,"viral context plus mechanism/resource terms: viral, hiv, screen",hiv,epigenomics;network_modeling,candidate,medium
pi-backlog,pmid-28377530,28377530,10.1128/mBio.00368-17,2017,SYBIL,Topoisomerase II Inhibitors Induce DNA Damage-Dependent Interferon Responses Circumventing Ebola Virus Immune Evasion.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,,,high,medium
pi-backlog,pmid-28362044,28362044,10.5301/jva.5000723,2017,HPMI,Comparison of post-creation procedures and costs between surgical and an endovascular approach to arteriovenous fistula creation.,Michael Glickman,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-28248290,28248290,10.1038/nmicrobiol.2017.22,2017,SYBIL,Systems-based analysis of RIG-I-dependent signalling identifies KHSRP as an inhibitor of RIG-I receptor activation.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, pathway, interactome, interaction, network",,proteomics;network_modeling,candidate,medium
pi-backlog,pmid-28230985,28230985,10.1021/acs.jmedchem.6b01317,2017,HPMI,Discovery of Competitive and Noncompetitive Ligands of the Organic Cation Transporter 1 (OCT1; SLC22A1).,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,low
pi-backlog,pmid-28220929,28220929,10.3414/ME16-01-0091,2017,SYBIL,Increasing the Efficiency on Producing Radiology Reports for Breast Cancer Diagnosis by Means of Structured Reports. A Comparative Study.,Rafael Medina,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-27965017,27965017,10.1016/j.dci.2016.12.001,2017,SYBIL,Structure and functionalities of the human c-reactive protein compared to the zebrafish multigene family of c-reactive-like proteins.,Rafael Medina,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-27807226,27807226,10.1128/JVI.01155-16,2017,SYBIL,"Subcellular Localizations of RIG-I, TRIM25, and MAVS Complexes.",Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway",influenza;hcv,,candidate,medium
pi-backlog,pmid-27978436,27978436,10.1016/j.chom.2016.11.001,2016,HPMI,The mTOR Complex Controls HIV Latency.,Melanie Ott,"viral context plus mechanism/resource terms: viral, hiv, pathway, screen",hiv,crispr_screen;network_modeling,candidate,medium
pi-backlog,pmid-27801516,27801516,10.1002/cpps.20,2016,HPMI,Comparative Protein Structure Modeling Using MODELLER.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-27783955,27783955,10.1016/j.celrep.2016.09.080,2016,HPMI,A Cas9 Ribonucleoprotein Platform for Functional Genetic Studies of HIV-Host Interactions in Primary Human T Cells.,Jennifer Doudna,"viral context plus mechanism/resource terms: viral, hiv, dependency, screen",hiv,crispr_screen,candidate,medium
pi-backlog,pmid-27575636,27575636,10.1371/journal.ppat.1005841,2016,HPMI,The Dengue Virus NS5 Protein Intrudes in the Cellular Spliceosome and Modulates Splicing.,Nevan Krogan,"viral context plus mechanism/resource terms: virus, viral, dengue, transcriptome",dengue,proteomics;transcriptomics,candidate,medium
pi-backlog,pmid-27572970,27572970,10.1038/nmicrobiol.2016.69,2016,SYBIL,Influenza virus mRNA trafficking through host nuclear speckles.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway",influenza,,candidate,medium
pi-backlog,pmid-27336362,27336362,10.1038/ncomms11916,2016,HPMI,MicroRNA-125b-5p mimic inhibits acute liver failure.,Melanie Ott,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-27322406,27322406,10.1002/cpbi.3,2016,HPMI,Comparative Protein Structure Modeling Using MODELLER.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-27127234,27127234,10.1126/science.aad7993,2016,SYBIL,Topoisomerase 1 inhibition suppresses inflammatory genes and protects from death by inflammation.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: influenza, host response",influenza,,unknown,medium
pi-backlog,pmid-27120583,27120583,10.1021/acs.jmedchem.5b01933,2016,SYBIL,"Synthesis and Anti-Influenza Activity of Pyridine, Pyridazine, and Pyrimidine C-Nucleosides as Favipiravir (T-705) Analogues.",Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-27116236,27116236,10.1371/journal.pone.0154366,2016,SYBIL,Antiviral Role of IFITM Proteins in African Swine Fever Virus Infection.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, pathway",influenza,,candidate,medium
pi-backlog,pmid-26845514,26845514,10.1021/acschembio.5b00999,2016,HPMI,Therapeutics Targeting Protein Acetylation Perturb Latency of Human Viruses.,Melanie Ott,"viral context plus mechanism/resource terms: viral, hiv, pathway",hiv,,candidate,medium
pi-backlog,pmid-26799564,26799564,10.1371/journal.pone.0147271,2016,SYBIL,Infection in Health Personnel with High and Low Levels of Exposure in a Hospital Setting during the H1N1 2009 Influenza A Pandemic.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-26789921,26789921,10.1016/j.immuni.2015.12.017,2016,SYBIL,"Targeting Viral Proteostasis Limits Influenza Virus, HIV, and Dengue Virus Infection.",Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,influenza;dengue;hiv,proteomics;network_modeling,high,medium
pi-backlog,pmid-26546155,26546155,10.1016/j.virusres.2015.10.027,2016,SYBIL,La Piedad Michoacán Mexico Virus V protein antagonizes type I interferon response by binding STAT2 protein and preventing STATs nuclear translocation.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, pathway",,,candidate,medium
