source_collection,paper_id,pmid,year,center,title,pi_candidates,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,abstract_excerpt
pi-backlog,pmid-28661652,28661652,2017,,"Human Concentrative Nucleoside Transporter 3 (hCNT3, SLC28A3) Forms a Cyclic Homotrimer.",,,,network_modeling,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,"Many anticancer and antiviral drugs are purine or pyrimidine analogues, which use membrane transporters to cross cellular membranes. Concentrative nucleoside transporters (CNTs) mediate the salvage of nucleosides and the transport of therapeutic nucleoside analogues across pla..."
pi-backlog,pmid-28607166,28607166,2017,,Unique versus Redundant Functions of Neuroligin Genes in Shaping Excitatory and Inhibitory Synapse Properties.,,,,,data_or_analysis,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,"Neuroligins are evolutionarily conserved postsynaptic cell adhesion molecules that interact with presynaptic neurexins. Neurons express multiple neuroligin isoforms that are targeted to specific synapses, but their synaptic functions and mechanistic redundancy are not complete..."
pi-backlog,pmid-28592526,28592526,2017,,Novel Cross-Reactive Monoclonal Antibodies against Ebolavirus Glycoproteins Show Protection in a Murine Challenge Model.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Out of an estimated 31,100 cases since their discovery in 1976, ebolaviruses have caused approximately 13,000 deaths. The vast majority (∼11,000) of these occurred during the 2013-2016 West African epidemic. Three out of five species in the genus are known to cause Ebola Virus..."
pi-backlog,pmid-28505524,28505524,2017,,Inactivated influenza virus vaccines: the future of TIV and QIV.,,influenza,,,review,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,"relevant mechanistic terms: virus, host","Influenza viruses continue to be a major public health concern, despite the availability of vaccines. Currently licensed influenza vaccines aim at the induction of antibodies that target hemagglutinin, the major antigenic determinant on the surface of influenza virions that is..."
pi-backlog,pmid-28377530,28377530,2017,,Topoisomerase II Inhibitors Induce DNA Damage-Dependent Interferon Responses Circumventing Ebola Virus Immune Evasion.,,,,,primary_research,high,explicit cross-virus/shared-host language: broad-spectrum,medium,"relevant mechanistic terms: virus, viral, pathway","Ebola virus (EBOV) protein VP35 inhibits production of interferon alpha/beta (IFN) by blocking RIG-I-like receptor signaling pathways, thereby promoting virus replication and pathogenesis. A high-throughput screening assay, developed to identify compounds that either inhibit o..."
pi-backlog,pmid-28362044,28362044,2017,,Comparison of post-creation procedures and costs between surgical and an endovascular approach to arteriovenous fistula creation.,,,,network_modeling,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,"INTRODUCTION: Due to early and late failures that may occur with surgically created hemodialysis arteriovenous fistulas (SAVF), post-creation procedures are commonly required to facilitate AVF maturation and maintain patency. This study compared AVF post-creation procedures an..."
pi-backlog,pmid-28360135,28360135,2017,,Enhancement of Zika virus pathogenesis by preexisting antiflavivirus immunity.,,dengue;zika,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Zika virus (ZIKV) is spreading rapidly into regions around the world where other flaviviruses, such as dengue virus (DENV) and West Nile virus (WNV), are endemic. Antibody-dependent enhancement has been implicated in more severe forms of flavivirus disease, but whether this al..."
pi-backlog,pmid-28351919,28351919,2017,,Contribution of the Purinergic Receptor P2X7 to Development of Lung Immunopathology during Influenza Virus Infection.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host","An exacerbated immune response is one of the main causes of influenza-induced lung damage during infection. The molecular mechanisms regulating the fate of the initial immune response to infection, either as a protective response or as detrimental immunopathology, are not well..."
pi-backlog,pmid-28346446,28346446,2017,,Dengue virus NS2B protein targets cGAS for degradation and prevents mitochondrial DNA sensing during infection.,,dengue,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,"relevant mechanistic terms: virus, host","During the last few decades, the global incidence of dengue virus (DENV) has increased dramatically, and it is now endemic in more than 100 countries. To establish a productive infection in humans, DENV uses different strategies to inhibit or avoid the host innate immune syste..."
pi-backlog,pmid-28278235,28278235,2017,,A novel Zika virus mouse model reveals strain specific differences in virus pathogenesis and host inflammatory immune responses.,,zika,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host","Zika virus (ZIKV) is a mosquito borne flavivirus, which was a neglected tropical pathogen until it emerged and spread across the Pacific Area and the Americas, causing large human outbreaks associated with fetal abnormalities and neurological disease in adults. The factors tha..."
pi-backlog,pmid-28248290,28248290,2017,,Systems-based analysis of RIG-I-dependent signalling identifies KHSRP as an inhibitor of RIG-I receptor activation.,,,,proteomics;network_modeling,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral, interaction, interactome, pathway",medium,"relevant mechanistic terms: virus, viral, pathway, interactome",Retinoic acid-inducible gene I (RIG-I) receptor recognizes 5'-triphosphorylated RNA and triggers a signalling cascade that results in the induction of type-I interferon (IFN)-dependent responses. Its precise regulation represents a pivotal balance between antiviral defences an...
pi-backlog,pmid-28220929,28220929,2017,,Increasing the Efficiency on Producing Radiology Reports for Breast Cancer Diagnosis by Means of Structured Reports. A Comparative Study.,,,,network_modeling,methods,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,"BACKGROUND: Radiology reports are commonly written on free-text using voice recognition devices. Structured reports (SR) have a high potential but they are usually considered more difficult to fill-in so their adoption in clinical practice leads to a lower efficiency. However,..."
pi-backlog,pmid-28192418,28192418,2017,,Defining the antibody cross-reactome directed against the influenza virus surface glycoproteins.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Infection with influenza virus induces antibodies to the viral surface glycoproteins hemagglutinin and neuraminidase, and these responses can be broadly protective. To assess the breadth and magnitude of antibody responses, we sequentially infected mice, guinea pigs and ferret..."
pi-backlog,pmid-28105988,28105988,2017,,"National molecular surveillance of recently acquired HIV infections in Germany, 2013 to 2014.",,hiv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,To enable an up-to-date molecular analysis of human immunodeficiency virus (HIV) genotypes circulating in Germany we have established a surveillance system based on recently acquired HIV infections. New HIV infections are reported to the Robert Koch Institute as a statutory du...
pi-backlog,pmid-28067239,28067239,2017,,Corrigendum: Influenza virus mRNA trafficking through host nuclear speckles.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"relevant mechanistic terms: virus, host",
pi-backlog,pmid-27895186,27895186,2016,,"Correction for Eduardo-Correia et al., ISG15 Is Counteracted by Vaccinia Virus E3 Protein and Controls the Proinflammatory Response against Viral Infection.",,poxvirus,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral",
pi-backlog,pmid-27852793,27852793,2016,,Dampened antiviral immunity to intravaginal exposure to RNA viral pathogens allows enhanced viral replication.,,zika;cmv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host","Understanding the host immune response to vaginal exposure to RNA viruses is required to combat sexual transmission of this class of pathogens. In this study, using lymphocytic choriomeningitis virus (LCMV) and Zika virus (ZIKV) in wild-type mice, we show that these viruses re..."
pi-backlog,pmid-27801516,27801516,2016,,Comparative Protein Structure Modeling Using MODELLER.,,,,network_modeling,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,"Comparative protein structure modeling predicts the three-dimensional structure of a given protein sequence (target) based primarily on its alignment to one or more proteins of known structure (templates). The prediction process consists of fold assignment, target-template ali..."
pi-backlog,pmid-27791106,27791106,2016,,Synthetically derived bat influenza A-like viruses reveal a cell type- but not species-specific tropism.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Two novel influenza A-like viral genome sequences have recently been identified in Central and South American fruit bats and provisionally designated ""HL17NL10"" and ""HL18NL11."" All efforts to isolate infectious virus from bats or to generate these viruses by reverse genetics h..."
