paper_id,pmid,source_collection,year,title,center,pi_candidates,previous_subset_reason,parse_status,body_word_count,decision,decision_reason,title_abstract_virus_hits,title_abstract_specific_virus_hits,title_abstract_mechanism_hits,virus_hits,mechanism_hits,cross_virus_hits,off_topic_hits,non_viral_pathogen_hits,method_resource_hits,therapeutic_clinical_hits,body_excerpt
pmid-18785945,18785945,pi-backlog,2008,The proinflammatory cytokine response following resuscitation in the swine model depends on the method of ventricular fibrillation induction.,UCLA-Persistent-BSI,Scott Filler,explicit cross-virus or shared-host framing in title/abstract,normalized,2735,not_relevant,title/abstract/full text looks off-target for the virus question: ovarian,,,,,,,ovarian,,,,"s used to improve the normality of the distribution of cytokine values. The repeated measures analysis was conducted using SAS Proc MIXED, using only fixed effects and assuming a covariance matrix with compound symmetry. For all models, the time of measurement was treated as an unordered categorical variable, and each time point was compared to the control value at time zero using a Dunnet-Hsu adjustment for multiple comparisons. Confidence intervals for effect magnitude were not corrected for m"
pmid-38537997,38537997,pi-backlog,2024,Acute Lymphoblastic Leukemia With Near-haploid Karyotype and Philadelphia Chromosome.,CViSB,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,2620,not_relevant,title is dominated by an off-target disease area: leukemia,,,pathway;pathways,,pathway;pathways,,cancer;tumor;leukemia,fungal,,,"inase (ABL1) gene from 9q34 generating a chimeric BCR::ABL1 gene on the der(22)t(9;22)(q34;q11) (5) . BCR::ABL1 encodes a chimeric tyrosine kinase that activates various signaling pathways (6, 7) . BCP-ALL with Philadelphia chromosome had a poor prognosis, but the development of increasingly effective tyrosine kinase inhibitors since the early 2000s have dramatically improved their prognosis (5, (8) (9) (10) (11) (12) . Hypodiploidy (less than 46 chromosomes) is a rare recurrent chromosomal abn"
pmid-39324493,39324493,pi-backlog,2024,RUNX1::MIR99AHG Chimera in Acute Myeloid Leukemia.,CViSB,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,2587,not_relevant,"title is dominated by an off-target disease area: leukemia, acute myeloid leukemia",,,,,interaction;interactions,,cancer;leukemia;acute myeloid leukemia,,,,"BFB and DNA binding [12] , while lacking the C-terminal part of the protein. The C-terminal region contains the transcriptional activation domain as well as sequences critical for interactions with other proteins and for appropriate subnuclear targeting of RUNX1 [13] . Previous studies have demonstrated that such truncated RUNX1 proteins function as inhibitors of the normal RUNX1 protein and may contribute to leukemogenesis [14] [15] [16] [17] . In a patient with AML carrying a t(19;21)(q13;q22)"
pmid-31359007,31359007,hpmi,2019,Large dataset enables prediction of repair after CRISPR-Cas9 editing in primary T cells.,HPMI,,candidate relevance plus virus/pathogen/assay support,normalized,2571,not_relevant,full text did not support viral host-mechanism relevance,,,crispr,hiv,crispr,,,,,,"c 17 . These merged reads were then initially aligned to the hg38 genomic contig using bwa mem 18 , creating individual .bam files. Each sample was individually analyzed using the CrispRVariants bioconductor package in R 4 , which performs a secondary alignment and quantifies each unique insertion and deletion per sequencing read. Repair outcomes were then further parsed using embedded CrispRVariants packages to quantify individual DNA repair outcomes, the insertion sequences, mutation efficienc"
pmid-31161074,31161074,pi-backlog,2019,Novel GTF2I-PDGFRB and IKZF1-TYW1 fusions in pediatric leukemia with normal karyotype.,CViSB,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,normalized,2416,not_relevant,title is dominated by an off-target disease area: leukemia,,,,,,,cancer;tumor;leukemia,,,inhibitor,"Begbroke, Oxfordshire, UK) following the company’s protocols. The CytoSure Genomic DNA Labelling Kit was used for labelling of one μg of patient’s and reference DNA, the CytoSure Cancer +SNP array was used for hybridization, and the CytoSure Interpret analysis software was used to analyse the results. aCGH revealed submicroscopic deletions in chromosome bands 5q32q35.3, 7q34 (within TCRB ), 9p13 ( PAX5 ), 10q26.13 ( DMBT1 ), 14q11.2 ( TRAC ), and 14q32.33 (within the IGH locus) (Fig. 1 c, Tabl"
pmid-16381869,16381869,pi-backlog,2006,MODBASE: a database of annotated comparative protein structure models and associated resources.,HPMI,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,normalized,2340,not_relevant,"generic method/resource paper without clear virus focus in title/abstract: modeller, modbase, comparative protein structure, database of annotated comparative protein structure models",,,interaction;interactions,,pathway;interaction;interactions;protein interaction,,,,modeller;modbase;comparative protein structure;database of annotated comparative protein structure models,,"ia the web interface from multiple viewpoints: single SNP, all SNPs in a gene or protein of interest, all nsSNPs in a genomic region of interest and all SNPs in a KEGG biochemical pathway ( 34 ). LS-SNP annotations are cross-linked with MODBASE and UCSC Genome Browser. The comparative models used in LS-SNP as well as details of the SNP annotations are available through MODBASE. MODBASE contains a new dataset of protein structure models for the expressed sequence tags (ESTs) from the Vitis vinife"
pmid-39391249,39391249,pi-backlog,2024,Molecular genetic characterization of myeloid neoplasms with idic(X)(q13) and i(X)(q10).,CViSB,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,2026,not_relevant,"title/abstract/full text looks off-target for the virus question: leukemia, acute myeloid leukemia",,,,,,,leukemia;acute myeloid leukemia,,,,
pmid-39120141,39120141,pi-backlog,2024,Genetic Heterogeneity in Cellular Angiofibromas.,CViSB,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,2003,not_relevant,"title/abstract/full text looks off-target for the virus question: tumor, leukemia, acute myeloid leukemia",,,pathway;pathways,,pathway;pathways;epithelial,,tumor;leukemia;acute myeloid leukemia,,,,"in tumor 1 (Table 4 ). Additionally, the IGF2 gene showed elevated expression in tumors 2 and 3 compared with tumor 1 (Table 4 ). The present study delineates two distinct genetic pathways in cellular angiofibromas demonstrating pathogenetic heterogeneity within this tumor type. The first genetic pathway, observed in Case 1, aligns with the pathway previously reported in the 13q/RB1 family of tumors, which includes spindle cell/pleomorphic lipoma, atypical spindle cell/pleomorphic lipomatous tum"
pmid-20406241,20406241,pi-backlog,2010,"Comparative efficacy of aliskiren monotherapy and ramipril monotherapy in patients with stage 2 systolic hypertension: subgroup analysis of a double-blind, active comparator trial.",CViSB,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,normalized,1982,not_relevant,title/abstract/full text looks off-target for the virus question: diabetes,,,,,screen,,diabetes,,,inhibitor,"secondary hypertension, a history of severe cerebrovascular or cardiovascular disease, or type 1 or type 2 diabetes mellitus with fasting glycosylated hemoglobin (HbA 1c ) >9% at screening were excluded. The study protocol was approved by local ethical committee review boards [8] . This post hoc analysis evaluated the subgroup of patients with stage 2 systolic hypertension (baseline msSBP ≥160 mmHg) and who completed 12 weeks of double-blind monotherapy (n = 175). Patients underwent a 2-week wa"
pmid-40777357,40777357,hpmi,2025,textToKnowledgeGraph: Generation of Molecular Interaction Knowledge Graphs Using Large Language Models for Exploration in Cytoscape.,HPMI,,candidate relevance plus virus/pathogen/assay support,cached_normalized,1980,not_relevant,full text did not support viral host-mechanism relevance,,,interaction;interactions,,interaction;interactions,,,,,,
pmid-21275375,21275375,pi-backlog,2011,Enzymatic deamination of the epigenetic base N-6-methyladenine.,HPMI,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,normalized,1953,not_relevant,"non-viral pathogen focus dominates title/abstract/full text: bacterial, candida",,,,,pathway;interaction;interactions;screen;replication;network,,,bacterial;candida,,,"y prevalent in all bacteria. Bh0637 and Bsu06560 therefore can support the recycling of N -6-methyladenine to form hypoxanthine, which is presumably taken up by the purine salvage pathway to form guanine nucleotides from inosine. 27 These two enzymes can also use adenine to form hypoxanthine but not nearly at the same rate as N -6-methyladenine. We conclude that N -6-methyadenine is the likely physiological substrate for members of subgroup 2 in cog1001 and thus these enzymes should now be annot"
pmid-25378627,25378627,pi-backlog,2014,Phylogenomics resolves the timing and pattern of insect evolution.,HPMI,Melanie Ott,explicit cross-virus or shared-host framing in title/abstract,normalized,1951,not_relevant,full text did not support viral host-mechanism relevance,,,,,,,,,,,"Insects are the most speciose group of animals, but the phylogenetic relationships of many major lineages remain unresolved. We inferred the phylogeny of insects from 1478 protein-coding genes. Phylogenomic analyses of nucleotide and amino acid sequences, with site-specific nucleotide or domain-specific amino acid substitution models, produced statistically robust and congruent results resolving previously controversial phylogenetic relationships. We dated the origin of insects to the Early Ordo"
pmid-39576825,39576825,current-program,2024,Long-term visual outcomes and histopathologic findings after cataract surgery in Ebola virus disease survivors in the Ebola virus RNA persistence in ocular tissues and fluids (EVICT) study.,CViSB,Robert Garry;Donald S Grant,candidate relevance plus virus/pathogen/assay support,cached_normalized,1876,not_relevant,full text did not support viral host-mechanism relevance,virus;ebola,ebola,,virus;ebola,screen,,retinal;uveitis,,,,"nation and study enrollment [ 8 ]. Those who met eligibility criteria and elected to enroll were longitudinally followed and were included in this secondary data analysis. Vision screening, ophthalmic examination, laboratory, and surgical procedures were conducted as reported previously [ 8 ]. Patients underwent an anterior chamber paracentesis for Ebola virus RNA detection under strict infection prevention and control guidance and monitoring by a clinician trained in precautions for high-conse"
